"","AMC10","AMC1","AMC21","AMC22","AMC23","AMC24","AMC25","AMC26","AMC27","AMC28","AMC29","AMC2","AMC30","AMC31","AMC32","AMC33","AMC34","AMC35","AMC36","AMC37","AMC38","AMC39","AMC3","AMC40","AMC41","AMC42","AMC43","AMC44","AMC45","AMC46","AMC47","AMC48","AMC49","AMC4","AMC50","AMC51","AMC52","AMC53","AMC54","AMC55","AMC56","AMC57","AMC58","AMC59","AMC5","AMC60","AMC6","AMC7","AMC8","AMC91","AMC93","AMC94","AMC95","AMC96","AMC9"
"573",37,43,26,0,0,14,16,25,30,18,0,77,12,0,0,59,0,25,38,8,280,0,71,30,3,69,27,0,71,58,44,0,44,287,47,0,19,0,66,48,2,0,6,7,650,10,278,8,16,83,110,64,29,42,41
"2053287",6,0,418,3,0,0,0,14,5,3,16,32,32,15,0,8,5,9,0,249,2,6,27,13,0,0,0,0,0,24,0,20,16,672,29,4,5,3,2,0,3,0,7,0,734,3,21,43,130,26,16,13,3,2,14
"3064892",1,0,78,2,0,0,6,26,3,13,4,19,14,11,2,0,7,28,0,104,3,2,89,4,0,0,0,0,0,12,0,36,23,152,9,5,1,0,3,0,4,0,5,1,3877,2,9,0,63,29,2,3,19,2,10
"40324",2,61,28,38,32,61,35,10,175,74,1,7,57,0,27,23,2,37,101,16,270,1,4,132,1,9,50,55,121,0,48,6,6,171,6,8,37,31,173,23,2,43,2,8,12,106,393,0,3,213,172,94,164,136,67
"1176536",15,24,2,27,10,10,30,11,42,47,1,1,19,1,25,24,0,31,44,1,130,0,0,83,1,7,22,40,60,15,34,0,13,78,4,0,23,19,108,20,0,28,0,5,1,72,308,0,0,103,144,78,55,98,26
"2780074",1,31,0,44,12,24,35,1,78,40,0,0,31,0,62,46,0,38,77,0,207,0,0,140,0,13,45,77,86,0,47,0,0,168,0,1,45,35,147,16,0,28,0,11,0,115,413,0,0,184,215,78,96,121,49
"702113",1,22,0,28,17,9,18,0,66,42,0,0,30,0,50,12,0,30,40,0,144,0,0,103,0,2,39,35,57,0,38,0,0,90,0,0,13,34,122,11,0,16,0,11,0,80,337,0,0,90,140,82,71,52,39
"48935",1,58,0,57,26,29,66,0,144,158,0,0,99,0,93,112,0,133,148,1,431,0,0,247,0,13,112,125,184,2,98,0,0,198,0,0,59,95,419,55,0,128,0,33,0,110,847,0,0,426,426,166,209,336,64
"93064",9,389,0,343,204,137,338,2,1017,376,1,0,254,0,321,252,0,313,442,4,1565,1,0,857,0,94,276,440,544,0,296,2,2,1699,2,0,165,393,1295,224,0,347,0,98,0,1072,3091,2,0,1200,1291,718,573,889,538
"2878542",1,95,0,75,5,21,72,0,167,91,0,0,36,0,82,52,0,74,79,0,343,0,0,136,0,20,12,92,93,4,30,0,0,332,0,0,58,116,348,43,0,81,0,32,0,253,855,0,0,403,503,207,238,255,80
"1843368",1,31,4,37,18,10,34,0,43,62,0,0,38,0,32,42,0,49,62,1,213,0,0,122,0,8,26,67,89,0,40,0,0,103,0,0,40,30,200,14,0,39,1,9,0,70,357,0,0,134,153,68,84,82,25
"120107",2,108,1,86,30,16,68,0,173,99,0,0,101,0,61,114,0,99,129,0,387,0,0,326,0,8,90,119,165,0,112,0,0,406,0,0,83,83,302,51,0,113,0,38,0,283,889,0,0,330,424,193,141,262,82
"33052",1,33,1,19,25,15,62,0,88,85,0,0,66,0,61,100,0,64,102,0,278,0,0,179,0,32,58,67,104,0,70,0,0,100,0,0,45,32,197,21,0,40,0,18,0,111,723,0,0,232,195,108,137,161,55
"114616",1,47,0,70,26,20,68,1,156,94,0,0,54,0,33,69,0,60,107,0,410,0,0,195,0,13,50,86,163,0,64,0,0,293,0,0,30,65,301,40,0,73,0,7,0,185,799,0,0,403,386,164,170,144,69
"2979870",2,31,0,53,0,8,12,0,124,42,0,1,25,0,41,69,0,60,78,0,242,0,0,175,0,4,49,51,108,0,32,0,0,133,0,0,20,30,179,23,0,67,0,15,0,59,490,0,0,238,237,127,123,114,30
"2493676",1,112,1,119,48,72,97,0,257,285,0,0,186,0,145,201,0,208,277,0,940,0,0,566,0,46,145,308,444,0,223,0,0,553,0,0,151,115,932,86,0,215,0,52,0,327,2275,0,0,937,1026,492,394,506,134
"555315",1,51,2,43,14,9,53,0,104,65,0,0,34,0,37,51,0,61,49,0,268,0,0,169,0,12,35,71,87,0,32,0,0,187,0,0,47,55,279,34,0,63,1,10,1,104,522,0,0,224,266,138,104,117,47
"2570229",1,70,0,80,42,17,84,0,206,111,0,0,72,0,61,76,0,87,114,1,498,0,0,279,0,5,64,117,180,0,109,0,0,386,0,0,42,86,412,37,0,78,0,14,0,253,968,0,0,441,464,230,243,220,98
"1868589",1,86,0,72,59,26,64,0,195,159,0,0,79,0,59,108,0,93,88,1,516,0,0,287,0,17,82,131,212,0,90,0,0,305,0,1,86,72,477,45,0,91,0,22,0,218,972,0,0,499,481,248,213,235,101
"2895980",1,79,1,72,46,18,82,0,182,118,0,0,77,0,55,76,0,114,131,0,561,0,1,287,0,19,77,129,185,1,91,0,0,353,0,1,63,73,431,50,0,78,0,25,0,243,925,0,0,404,524,215,185,244,99
"2065378",1,31,2,36,17,31,39,0,91,56,0,0,44,0,22,42,0,50,59,1,211,0,0,124,0,9,36,55,92,0,36,0,0,192,0,0,28,40,201,16,0,36,0,13,0,83,416,0,0,212,226,117,98,99,41
"659350",1,22,5,10,4,4,5,0,35,28,0,0,15,1,8,8,0,18,18,0,92,0,0,65,0,5,5,21,36,1,12,0,0,77,0,0,10,8,77,5,0,27,0,6,0,47,151,0,0,96,123,40,49,51,13
"3015996",2,18,0,11,8,8,13,0,37,28,0,0,12,0,17,17,0,17,35,0,111,0,0,33,0,7,26,41,36,0,17,0,0,55,0,0,22,9,64,13,0,28,0,10,0,45,176,0,0,62,98,45,50,61,23
"504468",1,40,0,47,11,14,55,0,98,70,0,0,25,0,33,28,0,36,53,0,192,0,0,146,0,4,37,29,91,0,33,0,1,145,0,0,26,49,166,14,0,39,0,6,2,126,444,0,0,213,190,99,70,93,56
"358220",21,376,1,336,210,220,409,4,573,727,0,1,523,3,751,548,1,628,963,3,2409,0,0,1390,0,151,427,698,1033,4,525,1,8,991,1,0,448,425,1864,401,2,575,2,156,2,697,4897,4,2,1906,2121,1285,958,1860,436
"3140252",1,52,0,40,19,22,42,1,74,85,0,1,59,0,88,79,1,84,142,0,351,0,0,184,0,19,54,110,96,0,81,0,0,138,1,0,63,47,229,58,0,82,0,30,0,66,605,0,0,217,256,178,134,268,64
"1842533",1,66,1,57,28,33,65,0,107,121,0,1,86,0,78,89,0,97,149,1,374,0,0,171,0,22,61,136,148,0,76,0,0,172,0,0,67,54,268,77,0,84,0,15,0,97,851,0,0,304,316,221,172,303,66
"758826",1,30,0,36,10,10,28,0,59,51,0,0,35,0,67,39,0,58,74,1,173,0,0,112,0,21,29,68,70,1,63,0,0,105,0,0,44,31,145,46,0,57,0,14,1,39,458,0,0,148,182,87,86,169,38
"80878",1,241,6,317,186,147,281,7,540,399,0,4,482,1,448,363,0,469,597,3,1603,0,0,1032,0,89,289,462,626,2,329,0,11,825,0,8,312,322,1416,321,0,410,0,124,0,454,3520,0,0,1446,1649,942,684,1380,288
"1715720",1,25,2,36,17,9,11,0,43,45,0,0,30,1,43,44,0,42,76,1,151,0,0,97,0,9,28,62,76,0,33,0,0,104,0,0,28,38,137,24,0,42,0,10,2,57,376,0,0,151,166,110,51,114,26
"2608999",6,13,0,28,2,6,5,4,49,41,0,1,30,0,15,30,0,25,27,1,124,0,2,67,2,5,19,50,36,5,17,0,8,73,1,0,18,19,150,12,0,11,1,12,0,42,246,0,0,108,116,53,36,41,15
"82541",6,46,0,100,17,16,47,9,186,123,0,7,92,0,71,114,0,87,214,5,482,0,0,253,0,4,79,81,232,12,73,0,6,372,2,0,86,85,434,41,3,112,0,17,0,188,1059,0,1,381,515,250,233,223,45
"164546",3,126,1,85,48,29,87,1,216,168,0,1,83,2,58,156,0,162,191,0,459,0,3,379,0,19,107,147,196,0,120,0,1,381,0,0,84,59,473,105,0,114,1,41,0,284,1140,0,0,510,621,264,264,342,112
"92647",1,17,0,20,4,4,21,0,22,28,0,1,11,0,13,14,0,28,20,3,91,0,0,49,0,5,17,16,46,0,18,0,0,57,1,0,6,13,86,8,0,31,0,4,0,43,181,0,0,90,97,51,32,39,21
"1746199",1,6,3,14,7,8,13,0,30,27,0,0,12,0,6,13,1,20,28,0,91,0,0,49,0,6,17,27,42,0,5,0,0,83,0,0,5,12,106,7,0,22,0,4,0,40,238,0,0,79,110,48,54,43,11
"2005884",1,22,0,11,13,4,8,1,31,23,0,0,18,0,17,26,0,30,30,4,85,0,0,31,0,1,14,22,50,0,9,0,0,76,0,0,11,15,80,5,0,17,0,1,0,46,165,0,0,89,107,50,55,51,10
"82348",2,11,3184,0,0,0,4,1,261,1,16,30,0,36,0,1,54,0,0,3622,0,13,19,0,10,1,3,0,1,0,13,9,1,0,10,137,1911,7,0,28,10,0,5,0,9,0,0,4,7,0,127,84,28,81,0
"216816",4,4,268,16,14,1,28,59,5,17,13,17,32,16,0,11,10,7,0,170,4,8,68,245,7,0,2,2,1,17,10,10,115,18,25,32,10,6,21,11,9,2,20,3,145,18,21,3,44,47,75,50,2,7,24
"1710",1,12,4,6,10,4,22,0,83,19,0,0,4,2,12,10,0,10,19,4,88,0,0,51,0,5,4,8,32,0,19,0,5,99,0,1,7,13,59,13,0,15,2,3,0,77,139,1,0,65,84,36,32,43,43
"1718",3,0,1121,14,9,0,28,589,21,130,100,87,99,78,0,23,133,215,8,1264,200,43,57,119,6,5,3,26,26,198,30,199,89,183,134,150,22,20,107,46,76,0,131,1,746,86,98,15,30,67,103,88,18,26,18
"160386",4,5,241,8,11,0,16,421,11,210,35,21,200,68,6,24,75,296,12,607,409,54,48,258,9,7,7,10,22,48,14,152,105,66,276,112,18,40,86,12,49,6,83,0,393,92,78,0,25,71,99,97,23,39,5
"712157",1,0,29,1,0,0,0,1,6,1,3,4,11,1,0,2,5,1,1,848,60,11,3,17,4,0,4,7,3,38,4,10,11,0,44,47,13,2,14,8,18,3,61,0,3,14,14,0,6,7,7,3,2,15,3
"74426",3,1,273,4,4,0,5,89,34,5,11,22,27,7,0,10,7,12,2,243,24,6,3,42,3,1,0,3,5,16,1,6,91,11,12,21,5,3,26,6,3,6,9,0,15,15,26,1,2,20,32,22,11,4,2
"328813",10,3,8,0,0,0,0,3,4,43,5,0,0,11,16,149,261,115,12,1817,172,71,1,340,11,10,26,55,22,63,93,59,61,23,99,103,103,110,287,100,44,10,279,17,3,38,30,0,3,10,3,184,58,88,0
"328814",2,1,53,0,0,0,4,18,14,8,3,4,9,6,2,0,3,43,3,239,21,10,7,45,10,6,11,20,10,11,26,27,40,8,39,141,34,30,106,38,19,1,54,4,0,55,11,2,1,3,1,10,13,34,1
"2892996",0,14,0,36,12,8,23,0,57,24,2,0,18,6,11,20,0,38,10,2,106,0,0,23,0,16,0,45,39,1,14,0,1,41,0,0,6,38,49,15,0,18,0,0,0,35,144,0,0,95,110,33,11,40,21
"35621",0,2,0,5,5,2,1,0,8,200,0,16,2,0,1,82,0,6,4,1,6,0,0,13,0,2,1,142,11,0,143,0,1,12,0,0,111,2,241,2,0,80,0,0,0,73,356,0,1,119,323,170,77,6,3
"1642299",0,95,8,88,46,0,11,0,118,82,0,2,49,6,42,49,0,35,76,0,160,0,0,91,0,0,51,26,41,0,6,0,0,248,0,0,0,27,217,0,0,17,10,4,0,48,456,0,0,128,196,70,36,77,41
"1705",0,2,179,4,6,0,12,166,14,40,10,62,34,9,6,6,4,24,2,179,34,5,3,37,1,1,6,9,14,13,4,13,9,27,24,29,10,15,13,5,5,3,2,6,178,18,17,1,1,33,13,7,2,8,7
"1824",0,25,6,27,6,2,16,0,74,28,0,1,12,3,21,21,0,21,27,4,106,0,0,50,0,6,12,30,38,0,12,0,0,95,1,0,15,21,87,16,0,20,1,5,0,82,183,0,1,71,88,51,41,49,24
"103816",0,30,2,16,27,6,12,0,65,57,0,0,51,0,15,23,2,28,39,19,115,0,0,27,0,0,16,21,40,4,21,2,1,107,2,0,24,48,78,5,2,27,0,14,0,90,246,0,0,75,182,57,44,76,53
"322509",0,11,102,18,12,0,17,28,21,40,7,0,36,9,6,16,7,26,19,202,63,10,2,90,2,4,10,5,9,13,8,34,6,30,9,12,5,20,11,4,2,0,20,4,2,31,44,6,0,15,29,12,2,12,6
"1680",0,0,85,10,7,0,0,0,6,2,19,16,43,36,0,0,18,1,12,1250,16,21,18,756,16,9,3,64,0,6,4,14,1,11,111,104,199,5,50,6,17,15,76,7,12,74,10,1,11,4,16,130,21,92,2
"1714373",0,300,6,293,123,39,220,0,728,196,1,0,104,1,94,145,4,82,205,4,507,0,0,371,0,28,133,178,336,0,132,0,0,1305,0,1,100,266,584,62,0,127,0,71,1,816,1279,0,0,493,514,287,238,279,273
"2981139",0,97,3,128,39,11,82,0,310,62,0,0,25,0,24,32,0,32,70,0,187,0,0,154,0,13,33,57,104,0,38,0,0,514,0,0,26,123,185,9,0,39,0,14,0,322,418,0,0,145,169,69,61,94,92
"2782166",0,33,26,53,20,7,41,5,137,29,3,1,28,1,13,23,3,29,26,39,92,0,0,93,0,1,16,17,57,1,16,4,3,207,75,5,11,62,91,11,19,15,2,13,1,174,196,0,0,92,80,32,44,51,71
"273677",0,194,7,182,87,21,172,0,470,130,0,0,75,0,63,78,0,74,80,6,352,0,0,228,0,32,41,87,138,0,81,0,1,791,0,0,55,177,293,40,0,58,0,47,0,599,810,0,0,287,332,135,139,166,165
"162426",0,1954,26,1898,773,478,1764,9,4528,1933,0,0,1543,0,1085,1656,30,1873,2142,20,6224,0,0,4270,0,437,1372,1686,3006,8,1422,0,0,8408,0,0,1278,1775,6206,769,0,1638,0,538,0,5666,14379,0,0,5958,6393,3602,2793,3498,2087
"582680",0,109,4,139,42,9,96,0,287,61,0,0,32,2,46,42,1,59,42,8,191,0,0,104,0,13,38,50,109,0,51,0,0,540,0,0,38,112,153,13,0,54,0,15,0,321,481,0,0,174,169,81,82,88,84
"2509458",0,199,13,193,79,15,184,5,630,125,0,0,53,1,54,85,7,82,104,21,314,1,0,231,0,28,52,107,155,0,72,0,7,1000,24,0,64,208,357,22,8,80,1,36,2,709,798,0,0,295,311,166,138,163,252
"2851646",0,65,3,57,14,1,80,0,146,29,0,0,18,0,7,23,0,21,32,4,95,0,1,59,0,4,18,37,50,1,21,0,0,280,1,0,21,48,110,15,0,23,0,8,0,183,228,0,0,90,71,50,25,44,60
"2033",0,381,3,413,158,46,319,2,996,180,0,0,107,3,92,136,0,146,213,9,619,0,1,369,1,36,133,198,305,0,126,1,0,1679,0,0,120,403,659,62,0,149,0,81,0,1197,1394,2,5,485,555,283,238,322,391
"1729695",0,15,10,21,11,1,7,0,47,14,0,2,8,2,4,8,78,12,11,59,69,7,0,51,2,0,9,19,23,1,5,21,27,45,170,13,10,20,66,2,13,12,5,2,4,36,104,0,0,39,40,30,28,13,22
"2866588",0,3,21,4,0,1,4,0,12,0,0,1,0,0,3,0,90,8,6,142,14,27,0,85,0,0,0,5,24,2,1,32,48,19,367,18,4,4,53,2,56,6,10,3,0,31,11,0,2,3,15,17,8,4,4
"1270",0,28,8,18,1,3,25,7,97,30,0,0,8,2,31,10,13,16,28,126,257,0,3,157,0,55,17,11,25,2,10,4,17,109,109,0,12,18,55,21,26,18,6,0,0,74,173,0,1,201,95,86,33,124,27
"2759167",0,0,115,20,7,1,18,194,22,111,37,8,73,59,4,42,38,76,5,491,520,13,0,154,5,4,9,15,21,36,10,55,19,29,44,46,10,24,51,30,7,5,20,2,44,67,30,0,0,6,14,24,4,17,8
"2045",0,28,5,22,17,6,29,0,57,18,2,2,15,1,5,11,0,24,28,11,64,0,0,36,1,2,13,18,18,1,19,0,1,117,1,1,13,24,68,5,0,29,0,2,0,84,172,0,0,95,85,37,42,34,31
"604330",0,0,1845,8,60,4,92,432,76,134,135,22,151,61,0,43,81,95,1,2963,479,148,13,547,32,10,9,140,46,208,39,158,175,19,263,467,413,30,563,130,69,15,582,46,19,151,27,3,17,14,86,69,63,154,3
"303",0,24,72,90,38,6,42,1,114,59,0,39,37,0,26,51,0,69,69,28,370,0,20,213,0,10,107,59,108,2,56,5,7,464,4,6,44,52,310,40,1,85,2,2,178,192,687,52,85,441,347,195,132,132,120
"294",0,39,20,15,13,10,29,0,47,36,1,1,23,0,47,41,0,56,31,9,187,1,0,113,0,9,31,45,70,4,22,6,2,104,1,1,21,18,150,11,0,32,2,8,9,90,302,0,0,162,166,90,99,87,34
"587753",0,43,11,17,8,3,26,2,72,9,3,1,5,2,34,31,0,39,44,5,175,0,0,87,0,16,18,19,29,1,22,0,1,130,0,1,25,40,129,12,1,31,0,0,10,61,324,0,0,154,132,52,56,35,8
"797277",0,2,350,16,7,2,3,97,6,13,12,10,29,23,16,6,7,26,11,214,123,18,9,45,8,6,5,11,15,42,6,54,36,117,23,34,27,6,57,12,17,5,46,2,82,41,54,2,7,18,51,41,22,33,8
"316",0,34,148,28,20,6,19,20,117,58,10,10,31,6,20,22,0,40,22,26,459,0,4,104,0,14,25,41,43,7,30,7,1,264,5,9,17,51,178,25,0,42,2,11,46,101,306,4,3,165,144,116,59,95,37
"861445",0,2,203,1,1,0,1,57,6,10,5,118,11,54,0,4,3,9,1,211,70,3,89,3,9,1,1,8,1,10,0,32,39,201,17,18,13,8,7,0,9,3,3,0,206,1,37,0,7,7,11,6,3,9,0
"1896164",0,11,168,11,5,2,10,40,11,21,3,8,17,11,9,22,1,24,6,220,98,6,0,39,3,4,6,26,14,20,13,49,19,19,21,28,13,12,40,5,6,3,17,2,4,39,62,3,0,39,39,32,20,15,7
"69",0,29,4,18,9,6,28,1,58,35,0,2,26,2,18,20,0,26,19,12,130,1,2,49,0,4,15,13,43,0,22,1,0,128,1,0,9,23,62,9,0,21,4,9,6,49,231,0,0,85,100,74,57,36,40
"94625",0,28,5,25,16,9,11,0,70,48,0,0,30,0,23,21,0,22,52,4,180,0,0,97,0,3,25,44,63,0,44,1,0,161,0,0,24,25,124,9,0,18,0,8,1,95,317,0,0,170,198,98,94,94,29
"2051553",0,67,1,71,24,15,64,0,135,105,0,0,51,0,29,75,0,58,79,0,344,0,0,203,0,17,48,95,140,0,56,0,1,282,0,2,57,82,298,37,0,79,0,14,0,174,737,0,1,252,345,197,130,167,78
"1775910",0,34,0,25,26,12,21,0,92,44,0,0,31,0,38,44,0,45,53,0,204,0,0,126,0,15,30,59,94,0,65,0,1,195,0,0,18,48,181,31,0,34,0,11,0,111,431,0,0,205,243,123,90,109,29
"334852",0,33,0,62,37,0,30,0,92,113,0,0,32,1,31,31,1,97,88,0,353,0,1,316,0,7,69,101,110,0,81,0,0,351,0,1,28,64,390,42,0,15,0,6,0,106,578,0,0,383,456,120,231,87,25
"2202828",0,39,0,31,6,11,26,0,64,38,0,0,27,1,22,40,0,31,31,0,154,0,0,115,0,3,18,34,70,0,32,0,0,93,0,1,19,19,151,18,0,31,0,6,0,87,293,0,0,182,144,86,66,67,28
"1752398",0,13,0,29,10,4,13,0,27,26,0,0,23,0,12,16,0,26,45,0,116,0,0,55,0,10,18,28,45,0,16,3,0,71,0,0,11,18,93,6,1,9,0,2,1,47,221,0,0,104,96,57,56,47,18
"2871820",0,15,0,22,2,7,26,0,51,41,0,0,29,0,22,20,0,23,36,0,122,0,0,62,0,3,34,24,64,0,15,0,0,85,0,0,11,15,121,11,0,15,0,4,0,74,292,0,0,124,149,79,73,74,41
"2952477",0,16,0,12,12,6,20,2,39,29,0,0,12,0,9,12,0,18,25,1,121,0,1,49,0,8,13,21,37,0,18,0,0,74,1,0,13,23,88,5,0,16,0,3,0,48,215,0,0,115,117,65,56,56,20
"675281",0,48,0,54,17,20,36,0,101,63,0,0,53,0,33,68,0,46,74,1,252,1,0,184,0,11,44,56,100,0,39,0,0,175,0,0,22,29,239,27,0,55,0,22,0,153,514,0,0,306,280,145,140,116,54
"3039801",0,36,0,55,11,15,45,1,97,68,0,1,57,0,46,53,0,57,70,0,300,0,0,124,0,13,51,85,117,0,59,0,0,202,0,0,56,42,250,22,0,54,0,6,0,173,589,0,0,288,307,162,128,149,60
"223390",0,137,0,154,43,36,95,0,264,165,2,0,107,0,73,112,1,169,181,0,798,0,0,366,0,18,124,179,329,1,77,1,0,546,0,0,83,110,575,46,0,126,0,25,0,297,1445,0,0,670,747,406,340,308,118
"1701758",0,17,0,24,8,6,21,0,32,36,0,0,14,0,20,22,0,25,39,0,128,0,0,76,0,5,28,16,42,0,20,0,1,110,0,0,19,15,111,9,0,21,1,7,0,50,241,0,0,127,126,76,61,54,24
"1702325",0,80,0,63,20,15,71,0,161,168,0,0,71,0,61,74,0,84,149,0,524,0,0,239,0,16,75,140,195,0,79,0,0,399,0,0,58,70,426,32,0,94,0,8,0,235,966,0,0,453,426,235,209,217,112
"1712261",0,12,0,9,6,5,13,0,36,29,0,0,9,1,5,7,0,10,11,0,103,0,0,42,0,1,11,28,28,0,25,0,0,61,0,0,16,15,98,7,0,16,0,5,0,40,132,0,0,81,88,56,34,51,12
"2682968",0,26,0,31,9,4,16,0,59,33,0,0,19,1,18,17,0,25,40,0,127,0,0,69,0,5,13,39,58,0,22,0,0,109,0,0,16,31,99,14,0,29,0,7,0,65,275,0,0,108,183,62,56,65,17
"147645",0,23,17,42,33,4,27,0,153,78,0,1,28,0,20,68,7,65,96,5,351,0,3,133,0,19,41,109,146,0,25,0,0,253,5,0,42,60,237,31,0,54,0,4,6,182,507,2,0,236,230,158,126,119,49
"34002",0,20,75,19,13,5,9,28,42,20,10,0,35,12,10,19,10,22,14,163,143,1,0,54,0,8,14,28,24,3,8,0,3,46,6,4,16,19,77,16,0,19,2,2,7,55,113,12,1,57,75,27,23,33,10
"2579971",0,44,0,26,21,6,25,0,101,48,0,1,24,0,28,49,0,40,44,3,155,0,0,75,0,6,27,42,68,0,24,0,0,141,0,2,29,31,149,11,0,29,0,7,0,93,338,0,0,181,165,109,62,77,29
"1250539",0,36,1,12,12,6,8,0,63,22,0,0,9,1,2,21,0,16,20,0,69,0,0,55,0,4,18,32,26,0,36,0,0,74,0,0,10,11,73,20,0,5,0,1,0,61,179,0,0,94,128,37,46,41,16
"2565555",0,68,0,66,24,33,60,0,161,156,0,0,67,0,81,107,0,78,118,0,417,1,0,284,1,38,68,148,170,1,80,0,0,260,0,0,79,90,356,46,0,81,0,19,0,123,993,0,1,389,415,228,198,268,61
"1327635",0,204,0,231,107,40,184,0,527,170,0,1,128,0,129,150,0,141,244,0,844,0,0,411,0,36,143,225,259,0,143,0,0,945,0,0,120,263,575,99,0,162,0,51,0,636,1392,0,0,563,612,334,303,382,246
"424800",0,65,1,87,29,23,69,0,146,111,0,0,69,0,76,77,0,115,122,2,431,1,0,203,0,30,55,100,160,0,75,0,0,278,0,1,63,72,307,55,0,87,0,14,0,208,822,0,0,346,346,199,166,219,98
"2071607",0,45,0,50,13,18,43,0,89,74,0,1,32,0,33,64,0,46,86,0,247,0,0,166,0,9,37,90,83,0,69,0,0,164,0,1,42,25,215,17,0,55,0,16,0,87,532,0,0,239,276,129,132,140,53
"3012344",0,58,0,81,27,19,76,0,129,110,0,0,63,0,71,82,0,99,81,0,348,0,0,199,0,20,52,124,150,0,69,0,0,247,0,0,58,37,341,41,0,84,0,11,0,166,832,0,0,303,320,156,132,203,90
"121428",0,60,0,59,14,22,63,0,126,75,0,0,76,0,78,113,0,65,110,1,325,0,0,197,0,20,82,114,131,0,59,0,3,217,5,0,55,57,322,52,0,73,0,31,0,177,868,0,2,274,375,229,136,210,60
"33050",0,88,0,103,58,52,101,0,243,211,0,2,145,0,130,145,0,158,198,0,732,0,0,446,0,49,151,218,280,0,157,0,1,465,0,0,92,105,653,92,0,161,0,41,0,282,1506,0,1,621,648,344,328,465,131
"2775420",0,12,0,31,17,13,22,0,115,81,0,0,32,0,21,50,0,42,65,0,188,0,0,120,0,7,26,49,58,0,36,0,0,193,0,0,25,25,218,9,0,20,0,5,0,74,457,0,0,165,223,156,70,89,53
"1789672",0,26,0,30,18,1,24,0,75,52,0,0,12,0,19,31,0,20,33,1,149,0,0,84,0,8,18,45,36,0,28,0,0,115,0,0,20,25,126,7,0,53,0,13,0,101,343,0,0,152,174,100,69,89,37
"682998",0,13,0,11,13,6,22,0,48,25,0,0,9,0,23,12,0,22,42,0,102,0,0,88,0,1,21,38,37,0,17,0,0,51,0,0,12,32,104,7,0,27,0,1,0,38,243,0,0,140,100,43,44,54,32
"204525",0,26,3,32,11,5,25,0,98,47,0,0,17,1,35,22,0,41,41,0,176,1,0,98,0,14,27,34,82,1,41,0,0,134,0,0,16,22,153,11,0,34,0,5,0,100,321,0,0,169,176,95,60,70,26
"2768162",0,24,0,16,9,1,11,0,59,38,0,0,21,0,11,14,0,26,29,0,111,0,0,62,0,4,22,27,53,0,18,0,0,85,0,0,14,22,102,11,3,18,0,4,0,76,250,0,1,95,136,75,53,45,14
"3114537",0,9,0,25,12,3,19,1,59,37,0,0,20,0,7,25,0,31,39,2,100,0,0,95,0,5,22,35,54,0,20,0,0,98,0,0,28,18,129,13,1,24,0,0,0,68,256,0,0,134,145,52,49,55,25
"2594003",0,66,0,64,28,20,58,0,146,92,0,0,41,0,35,55,0,75,82,3,273,0,0,215,0,11,39,70,113,0,62,0,0,241,0,0,49,68,263,27,0,65,0,19,0,169,626,0,0,298,308,195,118,144,75
"1416806",0,22,1,21,18,5,21,0,57,50,1,0,24,0,19,20,0,34,24,5,128,0,0,58,0,8,22,46,52,0,37,3,0,98,0,0,21,14,103,23,0,23,0,8,0,47,250,0,0,122,142,82,51,63,34
"463014",0,21,3,25,6,7,21,0,29,21,0,1,14,0,19,14,0,11,22,2,72,0,1,50,0,3,28,26,31,1,17,0,0,48,0,0,10,11,73,13,0,16,0,3,0,40,167,0,0,71,95,46,29,41,12
"94624",0,15,7,33,6,6,34,3,45,33,0,0,12,2,11,22,0,32,19,9,97,0,4,70,0,3,17,14,70,1,24,0,2,102,0,0,20,22,118,13,5,12,0,3,0,69,245,0,0,135,102,86,59,67,25
"1758194",0,33,5,25,13,5,28,0,98,40,0,0,20,0,23,36,0,31,41,2,192,0,2,118,0,3,27,58,77,0,22,1,0,157,0,0,24,30,181,9,0,37,0,2,0,81,341,0,0,143,184,96,84,79,49
"2069367",0,26,0,20,7,13,16,0,32,35,0,0,12,1,19,20,0,31,24,1,95,0,1,64,0,3,18,26,45,1,17,1,0,75,0,0,14,24,94,14,0,32,0,5,0,55,193,0,0,104,97,61,38,54,15
"292",0,14,7,19,12,4,23,0,44,41,0,0,29,0,11,33,1,20,26,2,119,0,2,49,0,8,13,29,64,0,25,0,0,86,0,0,20,22,100,16,0,29,2,4,0,47,205,0,0,93,124,66,52,57,15
"95485",0,23,0,12,2,6,15,1,32,19,0,0,11,0,22,20,0,40,22,0,117,0,0,87,0,6,10,31,38,0,26,0,0,34,0,0,16,19,75,5,0,36,1,2,0,50,237,0,0,123,101,73,38,82,18
"28450",0,25,1,25,15,5,18,0,22,42,0,0,34,0,30,29,0,45,34,6,118,0,2,76,1,7,19,36,36,0,13,0,0,79,0,0,39,16,78,20,0,21,0,10,0,57,271,0,0,159,125,49,43,68,26
"190721",0,8964,6,8078,4590,4217,8819,1,15530,12997,0,7,11861,6,11930,10904,8,12548,16649,56,38091,1,2,31432,0,4268,9410,10431,18773,4,10720,4,7,26591,9,10,9997,8675,35622,9066,3,13066,4,3798,0,16093,76896,0,2,38636,37946,29379,19399,30652,11079
