"","freq","prev","p.freq","p.prev","p","contaminant"
"2778078",6.20910131353201e-06,14,NA,0.642735042735043,0.642735042735043,TRUE
"36808",8.63904976848395e-06,34,NA,0.805128205128205,0.805128205128205,FALSE
"2675218",1.89147326360116e-05,31,NA,0.783882783882784,0.783882783882784,TRUE
"35755",1.17649182055994e-06,11,NA,0.614163614163614,0.614163614163614,TRUE
"61592",1.14067651331875e-05,20,NA,0.696581196581197,0.696581196581197,TRUE
"2763010",2.79642980486531e-06,24,NA,0.73003663003663,0.73003663003663,TRUE
"556548",0.000395461445209264,59,NA,0.939438339438339,0.939438339438339,FALSE
"1232427",9.15609534288649e-07,12,NA,0.623809523809524,0.623809523809524,TRUE
"357684",3.10555608209212e-07,2,NA,0.521855921855922,0.521855921855922,TRUE
"2806442",1.63258222605244e-05,25,NA,0.738095238095238,0.738095238095238,TRUE
"2903558",4.9215081484326e-06,27,NA,0.753846153846154,0.753846153846154,TRUE
"2903560",7.47590162019017e-07,17,NA,0.67020757020757,0.67020757020757,TRUE
"208439",1.47460314615645e-05,39,NA,0.838095238095238,0.838095238095238,FALSE
"1612552",7.43580092322185e-06,19,NA,0.687912087912088,0.687912087912088,TRUE
"2108470",6.98918286588502e-06,28,NA,0.761538461538461,0.761538461538461,TRUE
"2921657",5.9550148655699e-07,18,NA,0.679120879120879,0.679120879120879,TRUE
"2975331",8.38542379597052e-08,2,NA,0.521855921855922,0.521855921855922,TRUE
"2963105",2.13605168565788e-06,26,NA,0.746031746031746,0.746031746031746,TRUE
